-19.0748	-8.536		
18.92944061	-13.44056122		
13.52054079	19.78788371		
1	-19.0748	-8.536	1
2	22.0108	-10.9737	2
3	12.6597	19.2601	3
4	-18.91841383	-7.185415379	1
5	-17.52111687	-5.010650322	1
6	-19.19451741	-10.10663286	1
7	-20.00417586	-8.269751735	1
8	-16.7140954	-8.353127716	1
9	-17.19200178	-6.318169835	1
10	-16.23051158	-2.970355585	1
11	-19.71036501	-13.87309556	1
12	-15.93749785	-8.283703614	1
13	-18.65503729	-8.045268845	1
14	-14.25892964	-5.58519466	1
15	-21.79875609	-8.32260884	1
16	-20.73963252	-9.789593548	1
17	-21.07671398	-10.67431673	1
18	-21.97916345	-11.83095992	1
19	-20.64722612	-8.293866953	1
20	-20.04177944	-8.780836764	1
21	-21.67746289	-8.532796151	1
22	-20.57097748	-8.545994066	1
23	-21.63151861	-7.727679769	1
24	-17.87307408	-9.708374884	1
25	-16.32917076	-12.77999551	1
26	-18.57026269	-5.189786157	1
27	-17.99236903	-6.703870172	1
28	-22.30517182	-10.20549981	1
29	-19.55940611	-11.22044644	1
30	-22.78826641	-8.819082477	1
31	-19.12918144	-4.716529606	1
32	-17.18018564	-6.211139536	1
33	-16.54082025	-6.69334142	1
34	-20.10721564	-12.74736269	1
35	-18.21427931	-9.919377531	1
36	-19.07258124	-10.64849543	1
37	-21.21053685	-7.47531872	1
38	-20.03865146	-8.820872829	1
39	-19.65417726	-8.211477352	1
40	-15.97295894	-9.648002534	1
41	-18.74359696	-5.383551586	1
42	-19.453215	-8.146120006	1
43	-16.43074088	-7.524968005	1
44	-19.75512437	-8.533215751	1
45	-19.56237082	-8.798668569	1
46	-19.47135573	-8.057217004	1
47	-18.60946986	-4.475888949	1
48	-21.59368337	-10.38712463	1
49	-15.39158057	-3.8336522	1
50	-17.83454166	-8.090983756	1
51	-19.16392331	-10.60913114	1
52	-18.95158233	-8.453711379	1
53	-18.09863617	-8.817888434	1
54	-20.32076694	-9.617749364	1
55	-19.7031783	-11.3579162	1
56	-18.21638773	-11.88350725	1
57	-17.07897508	-4.079239388	1
58	-20.53186619	-12.3141051	1
59	-14.18714495	-5.330933046	1
60	-21.05007195	-13.28463792	1
61	-15.13885516	-7.458058371	1
62	-20.39714245	-9.416229726	1
63	-15.65151327	-7.054135318	1
64	-16.8768945	-9.048859779	1
65	-19.28529157	-13.21985521	1
66	-20.33307474	-4.522544918	1
67	-18.1733755	-12.21359816	1
68	-21.41696953	-7.951628842	1
69	-17.88791423	-6.251462317	1
70	-19.14846974	-9.916881013	1
71	-18.88197713	-8.28205376	1
72	-16.7464568	-4.865147852	1
73	-20.29716713	-9.441368462	1
74	-18.70847649	-11.16342607	1
75	-19.85497899	-11.8077871	1
76	-20.01214917	-8.886066779	1
77	-21.23043625	-8.27579766	1
78	-21.17220468	-8.041652499	1
79	-17.35870206	-4.927280457	1
80	-18.77006576	-3.116911984	1
81	-19.61515387	-11.92894742	1
82	-19.88994284	-8.550733987	1
83	-18.46137999	-3.564608703	1
84	-21.55599843	-8.968839013	1
85	-17.17922446	-9.65674549	1
86	-15.55624389	-7.646428992	1
87	-17.21964035	-9.336242609	1
88	-18.42837896	-10.99183023	1
89	-16.73449977	-6.379830594	1
90	-14.83302064	-4.885931146	1
91	-20.06742183	-10.90266906	1
92	-15.15529579	-4.741066067	1
93	-21.44524284	-9.710691011	1
94	-16.71522282	-4.036890674	1
95	-20.1682181	-9.539803496	1
96	-15.77871125	-9.577307182	1
97	-22.22948053	-12.69644013	1
98	-18.6915083	-9.851254359	1
99	-19.07702934	-9.588629278	1
100	-22.97995027	-14.06130969	1
101	-15.35133402	-6.943039921	1
102	-17.64659314	-6.898664433	1
103	-16.80286051	-9.242375938	1
104	-18.70578765	-10.10378656	1
105	-17.02701221	-8.24856135	1
106	-15.88178305	-5.268176515	1
107	-20.58246504	-10.3434484	1
108	-20.87101561	-12.08951593	1
109	-20.60845987	-12.66196582	1
110	-19.0162303	-9.627969052	1
111	-21.69265086	-8.63311386	1
112	-16.50121714	-7.536003035	1
113	-17.63506716	-6.503314782	1
114	-16.00119341	-6.308594221	1
115	-22.81557219	-15.67509614	1
116	-17.43786661	-10.75633109	1
117	-17.37534526	-9.134230943	1
118	-23.08532758	-9.764071005	1
119	-19.28389649	-11.38251015	1
120	-21.26021971	-7.033333912	1
121	-19.37213212	-8.810125609	1
122	-20.54684792	-9.851017148	1
123	-20.82806376	-6.69717012	1
124	-16.38603445	-7.205324413	1
125	-20.05996799	-6.599840177	1
126	-16.6197104	-5.806097899	1
127	-18.88898291	-12.23555265	1
128	-18.26694371	-7.260089599	1
129	-18.35149093	-7.805921311	1
130	-19.95427423	-6.122255567	1
131	-21.48133054	-10.55291212	1
132	-20.22202926	-5.526105176	1
133	-16.64916083	-4.672177852	1
134	-17.78570492	-5.721762405	1
135	-17.55953177	-6.718903118	1
136	-19.25929083	-12.21031443	1
137	-17.34306487	-7.516827343	1
138	-22.58375583	-9.137181209	1
139	-19.53844291	-5.010335069	1
140	-19.5530913	-9.584532025	1
141	-15.41575715	-9.184685152	1
142	-22.18407299	-10.89687868	1
143	-19.74764218	-7.86540207	1
144	-21.68146293	-6.872059458	1
145	-20.80508731	-8.20753499	1
146	-20.31051796	-4.877577255	1
147	-19.99560408	-11.73958755	1
148	-25.81556299	-9.894633322	1
149	-17.4164254	-6.483600446	1
150	-21.19373865	-13.20813852	1
151	-20.02522639	-10.92597862	1
152	-19.38231251	-8.538781883	1
153	-16.50496627	-7.78080905	1
154	-18.79582262	-11.33110488	1
155	-20.55551009	-6.304724586	1
156	-17.19405613	-7.084269065	1
