0.054329424	0.021092911	10.08127283	0.034555468	-0.106696663		
0.07423931	9.945440555	0.142973646	0.020804354	0.02453818		
-0.058233888	-0.033818437	0.125488589	2.945005505	6.448954506		
9.891935277	-0.007494257	0.006926346	0.044356398	0.041471497		
1	0.097713489	1.856078237	2.100760575	9.251076729	-1.327820728	3
2	8.006780488	1.097849488	0.627524443	0.572855527	2.089501865	4
3	-1.40785823	-1.714959744	-0.552403223	-0.355379567	11.15238758	3
4	-3.171089408	9.44168456	-2.390578416	-1.200586311	-1.8672859	2
5	-0.204714175	-3.343317088	11.32547605	-0.043584836	1.934621037	1
6	0.68523253	0.572300854	0.978010167	10.17256299	2.031261059	3
7	12.52559944	-2.3292147	0.161050458	-1.47664067	-2.050582084	4
8	1.550718297	-1.240981108	10.40921649	-1.522577935	0.349120189	1
9	-0.231235721	0.224297694	-0.090897226	2.130311272	11.61138152	3
10	-1.872519111	-0.644010743	9.308227181	-1.33664695	-0.073455975	1
11	0.968505897	8.969532379	-0.40294442	1.734402771	0.099663613	2
12	10.91030902	-1.422037405	2.180167629	-0.292040405	-0.429374115	4
13	0.824436921	7.783008826	0.294114894	-0.925529735	0.369751571	2
14	-1.333333591	0.450057766	0.908821078	11.4233272	-0.4765808	3
15	0.104589168	2.379112994	-0.645059876	-3.189396972	8.992491995	3
16	10.11271313	-1.458610819	-1.559641536	0.089859257	-0.621079343	4
17	9.798544846	1.038483768	-1.32719385	0.153042484	2.146155348	4
18	10.16275832	-0.567541292	-2.021366015	1.935816645	0.440473396	4
19	-0.037816676	-0.359541147	1.083140545	9.268776749	0.910828828	3
20	-1.655563044	-0.414546889	0.259074391	8.289140192	0.139086691	3
21	-1.290935158	-0.129867237	1.723940072	1.86339532	6.526446545	3
22	0.01026245	-0.129394766	7.738657788	0.728583709	2.373002505	1
23	-2.36493866	8.284738961	1.761436256	-0.685712467	1.335756936	2
24	0.26805776	-2.895349586	10.00158147	3.318395138	-2.064567638	1
25	-1.320214149	9.512454168	0.134080155	-0.384936479	-2.936178285	2
26	-0.009767222	9.665375013	-0.004765544	0.91288542	-0.729154186	2
27	11.00692491	0.782167222	0.501060704	0.138318744	-1.958211858	4
28	-1.329520258	1.162797082	0.854934751	0.770781355	11.93484603	3
29	1.071456218	3.333911014	-0.202761981	11.42802979	1.09355333	3
30	0.868181484	1.069517464	-0.287434086	0.505553383	9.193571052	3
31	-0.354858729	1.745544065	-1.933758236	0.953925955	9.598141051	3
32	-0.533470408	8.254964095	0.917967084	-0.315822343	1.035383926	2
33	1.033048815	7.259177399	-1.450603947	0.066671947	-1.823029915	2
34	-0.324262129	-0.540528899	2.665981748	1.371488086	9.516721844	3
35	10.82869253	0.332637456	2.271391586	-0.569573158	1.496480007	4
36	2.450285452	-1.240310692	-1.765372345	9.498995674	-0.01936915	3
37	9.731307304	0.898554606	-0.034949514	-1.379875157	-2.708139114	4
38	0.076501759	11.88664827	-0.274442433	1.001619678	0.960670106	2
